Date,Security_ID,TASE_Symbol,US_Ticker,Weight,US_Return
02/04/2026,1095264,CAMT,CAMT,5.021,-0.0061121691200755
02/04/2026,720011,ENLT,ENLT,7.68231,-0.0154994850669413
02/04/2026,1081124,ESLT,ESLT,6.14483,-0.008432577099151
02/04/2026,281014,ICL,ICL,3.78765,0.0
02/04/2026,273011,NICE,NICE,3.64473,0.0280628128304645
02/04/2026,1084557,NVMI,NVMI,5.57225,-0.0078743909492428
02/04/2026,1134402,ORA,ORA,5.14668,-0.0070398016196283
02/04/2026,629014,TEVA,TEVA,7.99087,-0.0056198372328577
02/04/2026,1082379,TSEM,TSEM,7.4121,0.0573581830728346
06/04/2026,1095264,CAMT,CAMT,5.021,0.0088125241063818
06/04/2026,720011,ENLT,ENLT,7.68231,-0.0118792299760613
06/04/2026,1081124,ESLT,ESLT,6.14483,0.0390452131304306
06/04/2026,281014,ICL,ICL,3.78765,0.0038168814193295
06/04/2026,273011,NICE,NICE,3.64473,0.0015018180470232
06/04/2026,1084557,NVMI,NVMI,5.57225,0.00748461837845
06/04/2026,1134402,ORA,ORA,5.14668,-0.0201169506977745
06/04/2026,629014,TEVA,TEVA,7.99087,-0.0086436246523036
06/04/2026,1082379,TSEM,TSEM,7.4121,-0.0384732077499527
07/04/2026,1095264,CAMT,CAMT,5.021,0.000628494888037
07/04/2026,720011,ENLT,ENLT,7.68231,-0.0055040157644683
07/04/2026,1081124,ESLT,ESLT,6.14483,-0.0102957449308126
07/04/2026,281014,ICL,ICL,3.78765,0.0152091103089289
07/04/2026,273011,NICE,NICE,3.64473,-0.01402490895973
07/04/2026,1084557,NVMI,NVMI,5.57225,-0.0026708617977994
07/04/2026,1134402,ORA,ORA,5.14668,0.0151035377910333
07/04/2026,629014,TEVA,TEVA,7.99087,-0.0164319173753449
07/04/2026,1082379,TSEM,TSEM,7.4121,0.0035227833237538
08/04/2026,1095264,CAMT,CAMT,5.021,0.0682702866087787
08/04/2026,720011,ENLT,ENLT,7.68231,0.0346635177173955
08/04/2026,1081124,ESLT,ESLT,6.14483,0.0069461947617406
08/04/2026,281014,ICL,ICL,3.78765,0.0093632420353908
08/04/2026,273011,NICE,NICE,3.64473,-0.0261227250029827
08/04/2026,1084557,NVMI,NVMI,5.57225,0.0701233339843969
08/04/2026,1134402,ORA,ORA,5.14668,0.0110478039626222
08/04/2026,629014,TEVA,TEVA,7.99087,0.0405728106768863
08/04/2026,1082379,TSEM,TSEM,7.4121,0.067169611361378
09/04/2026,1095264,CAMT,CAMT,5.021,0.0377447134291879
09/04/2026,720011,ENLT,ENLT,7.68231,0.0094312804097791
09/04/2026,1081124,ESLT,ESLT,6.14483,0.0086364215350582
09/04/2026,281014,ICL,ICL,3.78765,-0.0129869566898264
09/04/2026,273011,NICE,NICE,3.64473,-0.0404189004336685
09/04/2026,1084557,NVMI,NVMI,5.57225,0.0390309513530462
09/04/2026,1134402,ORA,ORA,5.14668,0.0029960903051899
09/04/2026,629014,TEVA,TEVA,7.99087,0.0144167306720028
09/04/2026,1082379,TSEM,TSEM,7.4121,0.0006874246537329
10/04/2026,1095264,CAMT,CAMT,5.021,-0.0112174709033961
10/04/2026,720011,ENLT,ENLT,7.68231,0.0401617248666452
10/04/2026,1081124,ESLT,ESLT,6.14483,-0.0034788334605301
10/04/2026,281014,ICL,ICL,3.78765,-0.0263158531588981
10/04/2026,273011,NICE,NICE,3.64473,-0.0714148875153641
10/04/2026,1084557,NVMI,NVMI,5.57225,0.0040074705313701
10/04/2026,1134402,ORA,ORA,5.14668,0.0123001364402794
10/04/2026,629014,TEVA,TEVA,7.99087,-0.0045219442438113
10/04/2026,1082379,TSEM,TSEM,7.4121,-0.001128500530187
13/04/2026,1095264,CAMT,CAMT,5.021,0.0022918346374951
13/04/2026,720011,ENLT,ENLT,7.68231,0.0128704485990103
13/04/2026,1081124,ESLT,ESLT,6.14483,0.0116960937341095
13/04/2026,281014,ICL,ICL,3.78765,0.0501930960420948
13/04/2026,273011,NICE,NICE,3.64473,0.0599999968538578
13/04/2026,1084557,NVMI,NVMI,5.57225,0.0221142629413639
13/04/2026,1134402,ORA,ORA,5.14668,-0.0255164243209362
13/04/2026,629014,TEVA,TEVA,7.99087,0.0107073305312677
13/04/2026,1082379,TSEM,TSEM,7.4121,0.0288816002189697
14/04/2026,1095264,CAMT,CAMT,5.021,0.033213359976246
14/04/2026,720011,ENLT,ENLT,7.68231,0.0720052229287784
14/04/2026,1081124,ESLT,ESLT,6.14483,-0.0152505320055491
14/04/2026,281014,ICL,ICL,3.78765,-0.0220588022604535
14/04/2026,273011,NICE,NICE,3.64473,-0.0158529202320161
14/04/2026,1084557,NVMI,NVMI,5.57225,0.0157782193101763
14/04/2026,1134402,ORA,ORA,5.14668,0.0219095040186823
14/04/2026,629014,TEVA,TEVA,7.99087,0.0199037189992317
14/04/2026,1082379,TSEM,TSEM,7.4121,0.0221511403189405
